id,mode,query_type,query,expected_items,product_terms_extracted,action,target_aisles,dialogue_snippet,json_adherent,json_adherent_int,task_success,task_success_int,hallucinated,hallucinated_int,hallucinated_aisles,extraction_source,llm_extraction_empty,retrieval_no_results,used_inventory_context_fallback,semantic_top_k,semantic_min_score,raw_target_aisles,grounded_target_aisles,grounding_drop_count,hallucination_source,latency_s
68,presearch,custom,Help me find russet potatoes and yellow onions.,potato_russet; onion_yellow,russet potato; yellow onion,move,[3],I found russet potatoes in Aisle 3 and yellow onions in Aisle 3. Both are available!,True,1,True,1,False,0,[],llm_extract,False,False,False,,,[3],[3],0,,1.478
68,semantic,custom,Help me find russet potatoes and yellow onions.,potato_russet; onion_yellow,russet potato; yellow onion,move,[3],I found russet potatoes and yellow onions for you. Both are in Aisle 3.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[3],[3],0,,1.885
68,llm_only,custom,Help me find russet potatoes and yellow onions.,potato_russet; onion_yellow,,move,[3],"I can help you find russet potatoes and yellow onions. Russet potatoes are in Aisle 3, and yellow onions are also in Ais",True,1,True,1,False,0,[],none,False,True,True,,,[3],[3],0,,0.967
69,presearch,custom,"I need wraps, turkey slices, and cream cheese.",tortilla_wraps; turkey_slices; cream_cheese,wrap; turkey; cream cheese,move,"[2, 8, 1]","I found the wraps in Aisle 2, turkey slices in Aisle 8, and cream cheese in Aisle 1. Let me know if you need help with a",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[2, 8, 1]","[2, 8, 1]",0,,22.642
69,semantic,custom,"I need wraps, turkey slices, and cream cheese.",tortilla_wraps; turkey_slices; cream_cheese,wrap; turkey slice; cream cheese,move,"[2, 8, 1]","I found the wraps, turkey slices, and cream cheese for you. The wraps and wraps are in Aisle 2, turkey slices are in Ais",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[2, 8, 1]","[2, 8, 1]",0,,2.624
69,llm_only,custom,"I need wraps, turkey slices, and cream cheese.",tortilla_wraps; turkey_slices; cream_cheese,,move,"[2, 8, 1]","I found the items you're looking for! The Whole Wheat Wraps are in Aisle 2, the Turkey Slices are in Aisle 8, and the Cr",True,1,True,1,False,0,[],none,False,True,True,,,"[2, 8, 1]","[2, 8, 1]",0,,1.133
70,presearch,custom,Get me bottled water and sports drinks.,water; sports_drink,bottled water; sports drink,move,[4],I'll get you the bottled water and sports drinks.,True,1,True,1,False,0,[],llm_extract,False,False,False,,,[4],[4],0,,1.374
70,semantic,custom,Get me bottled water and sports drinks.,water; sports_drink,bottled water; sports drink,move,[4],I can get you bottled water and sports drinks. Both items are in Aisle 4.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[4],[4],0,,1.866
70,llm_only,custom,Get me bottled water and sports drinks.,water; sports_drink,,move,[4],"I'll get those for you. Bottled water is in Aisle 4, and sports drinks are also in Aisle 4. Let me grab them for you.",True,1,True,1,False,0,[],none,False,True,True,,,[4],[4],0,,0.942
71,presearch,custom,Please find cheddar cheese and whole grain crackers.,cheese; crackers,cheddar cheese; whole grain crackers,move,"[1, 5]",I found cheddar cheese in Aisle 1 and whole grain crackers in Aisle 5.,True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[1, 5]","[1, 5]",0,,3.352
71,semantic,custom,Please find cheddar cheese and whole grain crackers.,cheese; crackers,cheddar cheese; whole grain crackers,move,"[1, 5]",I found Cheddar Cheese in Aisle 1 and Whole Grain Crackers in Aisle 5.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 5]","[1, 5]",0,,1.937
71,llm_only,custom,Please find cheddar cheese and whole grain crackers.,cheese; crackers,,move,"[1, 5]","I can help you find the cheddar cheese and whole grain crackers. The cheddar cheese is in Aisle 1, and the whole grain c",True,1,True,1,False,0,[],none,False,True,True,,,"[1, 5]","[1, 5]",0,,1.056
72,presearch,custom,Where are dish soap and kitchen sponges?,dish_soap; sponges,dish soap; kitchen sponge,move,[9],We have dish soap in Aisle 9 and kitchen sponges in Aisle 9.,True,1,True,1,False,0,[],llm_extract,False,False,False,,,[9],[9],0,,1.434
72,semantic,custom,Where are dish soap and kitchen sponges?,dish_soap; sponges,dish soap; kitchen sponge,move,[9],We carry dish soap in Aisle 9 and kitchen sponges in Aisle 9.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[9],[9],0,,1.949
72,llm_only,custom,Where are dish soap and kitchen sponges?,dish_soap; sponges,,move,[9],You can find dish soap in Aisle 9 and kitchen sponges in Aisle 9. Both are part of the household cleaning supplies secti,True,1,True,1,False,0,[],none,False,True,True,,,[9],[9],0,,1.033
73,presearch,custom,"I want ingredients for simple tacos: ground beef, tomato, and lettuce.",ground_beef; tomato; lettuce,ground beef; tomato; lettuce,move,"[8, 3]","I have ground beef (Aisle 8), tomato (Aisle 3), and lettuce (Aisle 3) for your tacos.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[8, 3]","[8, 3]",0,,1.576
73,semantic,custom,"I want ingredients for simple tacos: ground beef, tomato, and lettuce.",ground_beef; tomato; lettuce,ground beef; tomato; lettuce,move,"[8, 3]","We have ground beef in aisle 8, and tomato and lettuce in aisle 3. Let me know if you need help finding them!",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[8, 3]","[8, 3]",0,,2.263
73,llm_only,custom,"I want ingredients for simple tacos: ground beef, tomato, and lettuce.",ground_beef; tomato; lettuce,,move,"[3, 8]","Sure, I can help you find those ingredients! Ground beef is in the meat section, tomato is in the produce area, and lett",True,1,True,1,False,0,[],none,False,True,True,,,"[3, 8]","[3, 8]",0,,1.243
74,presearch,custom,"Can I get blueberries, strawberries, and bananas?",blueberry; strawberry; banana,blueberry; strawberry; banana,move,[3],"Yes, we have blueberries in Aisle 3, strawberries in Aisle 3, and bananas in Aisle 3. All items are available!",True,1,True,1,False,0,[],llm_extract,False,False,False,,,[3],[3],0,,1.58
74,semantic,custom,"Can I get blueberries, strawberries, and bananas?",blueberry; strawberry; banana,blueberry; strawberry; banana,move,[3],"Sure! We have blueberries, strawberries, and bananas in Aisle 3.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[3],[3],0,,2.161
74,llm_only,custom,"Can I get blueberries, strawberries, and bananas?",blueberry; strawberry; banana,,move,[3],"Sure! I can help you find those. Blueberries are in Aisle 3, strawberries are also in Aisle 3, and bananas are in Aisle ",True,1,True,1,False,0,[],none,False,True,True,,,[3],[3],0,,1.074
75,presearch,custom,Find tofu and baby spinach for dinner.,tofu_firm; spinach,tofu; baby spinach,move,"[8, 3]","Sure, I found both items! Tofu is in Aisle 8 and baby spinach is in Aisle 3.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[8, 3]","[8, 3]",0,,1.481
75,semantic,custom,Find tofu and baby spinach for dinner.,tofu_firm; spinach,tofu; baby spinach,move,"[8, 3]",I found Firm Tofu in Aisle 8 and Baby Spinach in Aisle 3 for your dinner.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[8, 3]","[8, 3]",0,,2.687
75,llm_only,custom,Find tofu and baby spinach for dinner.,tofu_firm; spinach,,move,"[8, 3]",I found the firm tofu in Aisle 8 and the baby spinach in Aisle 3. Let me know if you need help with anything else!,True,1,True,1,False,0,[],none,False,True,True,,,"[8, 3]","[8, 3]",0,,1.036
